id,title,type,ref,area
1501,Гальчинці,4,31762d98-8877-11e9-898c-005056b24375,22
1502,Галяве,4,dc3c323c-1a39-11ed-a361-48df37b92096,16
1503,Гамаліївка,4,69cc4912-4698-11ea-b89e-0025b501a04b,13
1504,Гамаліївка (Сумська обл.),4,910d7820-b6ef-11eb-80fb-b8830365bd04,18
1505,Гамарня,4,215edd31-77af-11ec-80fb-b8830365bd04,6
1506,Гандрабури,4,1d985e1a-9e5e-11e9-898c-005056b24375,15
1507,Ганичі,4,774e10a6-e687-11e9-b48a-005056b24375,7
1516,Ганнопіль,4,f11c4683-8838-11e9-898c-005056b24375,22
1517,Ганнопіль (Вінницька обл.),4,9670e2c5-bfd2-11eb-80fb-b8830365bd04,2
1508,"Ганнівка (Долинський р-н., Кіровоградська обл.)",4,1c6cbf84-964c-11e9-898c-005056b24375,11
1509,Ганнівка (Донецька обл.),4,c330a781-96c9-11ea-a970-b8830365ade4,5
1510,"Ганнівка (Дунаєвецький р-н., Хмельн. обл.)",4,de58116e-c2e1-11eb-80fb-b8830365bd04,22
1511,Ганнівка (Запорізька обл.),4,7fa3c16b-0c99-11ea-8c15-0025b502a06e,8
1512,Ганнівка (Новоархангельський р-н),4,cd996a6c-5099-11ed-a361-48df37b92096,11
1513,Ганнівка (Одеська обл.),4,6dbd1e79-2e62-11eb-80fb-b8830365bd04,15
1514,Ганнівка-Вирівська,4,801bb79a-76f8-11e9-898c-005056b24375,18
1515,Ганнівці,4,8ccba960-3d78-11ed-a361-48df37b92096,13
1519,Ганьковиця,4,17d5d690-16d8-11ec-80fb-b8830365bd04,7
1518,Ганьківці,4,2e1d374f-fee4-11e9-91ff-0025b501a04b,9
1520,Гаразджа,4,2236c14b-b81f-11e9-8c22-005056b24375,3
1521,Гарасимів,4,e94c0165-9286-11e9-898c-005056b24375,9
1522,Гарбузин,4,0c9d87a5-9292-11e9-898c-005056b24375,23
1523,Гарбузин (Чернігівська обл.),4,11da1350-8b18-11eb-80fb-b8830365bd04,25
1524,Гарбузівка,4,860668d8-5f99-11ec-80fb-b8830365bd04,4
1525,Гармаки,4,11e58606-3b1c-11ec-80fb-b8830365bd04,2
1526,Гарнишівка,4,6f5ef8d6-4e25-11ed-a361-48df37b92096,22
1527,Гарячківка,4,0f6fe643-7302-11e9-898c-005056b24375,2
1528,Гасанівка,4,d7e5efe6-a665-11eb-80fb-b8830365bd04,8
1529,Гатище,4,47f7e326-465b-11ec-80fb-b8830365bd04,20
1530,Гатне,4,f45b7c20-2acf-11e5-add9-005056887b8d,10
1531,Гать,4,b45d0a0e-feea-11e9-91ff-0025b501a04b,7
1467,Гаї (Кременецький р-н),4,48442d3a-4628-11ec-80fb-b8830365bd04,19
1468,Гаї (Сумська обл.),4,5bbd9da9-8746-11eb-80fb-b8830365bd04,18
1469,Гаї-Гречинські,4,371502fa-4aad-11eb-80fb-b8830365bd04,19
1470,Гаї-Дітковецькі,4,5cefe18c-0fe1-11eb-80fb-b8830365bd04,13
1471,Гаї-Лев'ятинські,4,112fd8b1-5f77-11ec-80fb-b8830365bd04,17
1472,Гаї-Смоленські,4,3e1029d0-08e5-11ed-a361-48df37b92096,13
1473,Гаї-Шевченківські,4,a64825db-b7c0-11e9-8c22-005056b24375,19
1474,Гаївка,4,93f9073f-a593-11ea-a970-b8830365ade4,3
1475,Гаївщина,4,80501049-e596-11eb-80fb-b8830365bd04,16
1532,Гвардійське (Дніпропетровськ),2,f484b808-bec7-11e2-874c-d4ae527baec3,4
1533,Гвардійське (Одеська обл.),4,300c7a15-b7a4-11e9-8c22-005056b24375,15
1538,Гвоздавка Друга,4,7080924d-20b7-11ea-b89e-0025b501a04b,15
1539,Гвоздиківка,4,6f854151-6f99-11ed-a361-48df37b92096,25
1540,Гвоздів,4,b993ef04-dadd-11e9-b48a-005056b24375,10
1534,Гвізд,4,d42262ab-c353-11e9-b0c5-005056b24375,9
1535,Гвіздець,2,94d7dc76-6c01-11e5-8d8d-005056887b8d,9
1536,Гвіздів,4,b56e626f-af49-11e8-ad0d-005056b24375,17
1537,Гвіздівці,4,fd1a4899-9294-11e9-898c-005056b24375,24
1541,Гейсиха,4,4733c45e-3e4b-11eb-80fb-b8830365bd04,10
1542,Гельмязів,4,648e5af5-40f5-11e5-8d8d-005056887b8d,23
1544,Генічеська Гірка,4,7291726d-afdf-11ea-a970-b8830365ade4,21
1543,Геніївка,4,4a384aef-9e6c-11e9-898c-005056b24375,20
1545,Герасимівка,4,7a3cb27a-b6ef-11eb-80fb-b8830365bd04,18
1546,Гереженівка,4,9fa97aae-cf18-11e9-b0c5-005056b24375,23
1547,Гериня,4,cf33fb1d-82ce-11e9-898c-005056b24375,9
1548,Гермаківка,4,d1393210-8866-11e9-898c-005056b24375,19
1549,Германівка,4,49faf0d5-b797-11e9-8c22-005056b24375,10
1550,Геронимівка,4,9042c788-f895-11e4-8a92-005056887b8d,23
1551,Герца,1,06f8798e-4079-11de-b509-001d92f78698,24
1552,Гетиня,4,3488758a-229e-11ec-80fb-b8830365bd04,7
1553,Гетьманівка,4,df3535e1-64c7-11ec-80fb-b8830365bd04,20
1554,Геча (Закарпатська обл.),4,d7127a12-f980-11ea-80fb-b8830365bd04,7
1555,Гибалівка,4,87adcce9-e5ec-11e9-b48a-005056b24375,2
1556,Гиновичі,4,59e200d1-5099-11ed-a361-48df37b92096,19
1557,Гиряві Ісківці,4,5031a550-dae7-11e9-b48a-005056b24375,16
1572,Главані,4,57577477-fed9-11e9-91ff-0025b501a04b,15
1573,Гладке,4,e07b9ae6-509a-11ed-a361-48df37b92096,25
1576,Гладковичі,4,fcb274dd-cf2a-11e9-b0c5-005056b24375,6
1574,Гладківка,4,f2d3c6f3-cf15-11e9-b0c5-005056b24375,21
1575,Гладківщина,4,2ccad20d-6545-11ea-a970-b8830365ade4,23
1577,Гланишів,4,760c941f-23aa-11e9-ad0d-005056b24375,10
1578,Глеваха,2,9e8561e7-f1a0-11e1-a58d-d4ae527baec9,10
1579,Глезне,4,8620be62-5908-11ec-80fb-b8830365bd04,6
1581,Глибне,4,b6391042-29c3-11eb-80fb-b8830365bd04,18
1582,Глибока,2,06f8798c-4079-11de-b509-001d92f78698,24
1583,Глибока (Івано-Франківська обл.),4,e576e376-9608-11eb-80fb-b8830365bd04,9
1584,Глибока Балка,4,a4af0c8b-34b0-11eb-80fb-b8830365bd04,11
1585,Глибока Балка (Полтавська обл.),4,592d8510-d426-11eb-80fb-b8830365bd04,16
1586,Глибока Долина,4,9aaf880e-29bd-11eb-80fb-b8830365bd04,17
1587,Глибоке,4,fe34d202-7d63-11e9-898c-005056b24375,10
1589,Глибоке (Івано-Франківська обл.),4,6d8673a4-c77a-11ea-a970-b8830365ade4,9
1588,Глибоке (Закарпатська обл.),4,d3da8d0d-96cc-11ea-a970-b8830365ade4,7
1590,"Глибоке (Олександрійський р-н., Кіров. обл.)",4,e16215fa-1a1b-11eb-80fb-b8830365bd04,11
1591,Глибоке (Харківська обл.),4,be2d1a00-8869-11e9-898c-005056b24375,20
1592,Глибокий Потік,4,cdf526f3-29c3-11eb-80fb-b8830365bd04,7
1593,Глибочиця,4,50f12f20-cf2e-11e9-b0c5-005056b24375,6
1594,Глибочок (Вінницька обл.),4,38a86f57-bfd3-11eb-80fb-b8830365bd04,2
1595,Глибочок (Житомирська обл.),4,35659ddb-d406-11eb-80fb-b8830365bd04,6
1596,Глибочок (Кам'янська сільська рада),4,66c0a2c0-e682-11e9-b48a-005056b24375,24
1597,Глибочок (Рівненська обл.),4,13546165-d404-11eb-80fb-b8830365bd04,17
1598,Глибочок (Тернопільська обл.),4,2090f28a-feda-11e9-91ff-0025b501a04b,19
1580,Глибівка,4,9239265b-afe1-11ea-a970-b8830365ade4,9
1600,Глиниця,4,596ca0e7-8879-11e9-898c-005056b24375,24
1599,Глиниці,4,5e677800-0c96-11ea-8c15-0025b502a06e,13
1601,Глинки,4,8fca11ff-67d3-11eb-80fb-b8830365bd04,17
1602,Глинна,4,1d4fe3e8-5f87-11ec-80fb-b8830365bd04,19
1603,"Глинне (Рокитнівський р-н, Рівненська обл.)",4,f788140d-8e46-11e3-b441-0050568002cf,17
1604,Глинськ (Вінницька обл.),4,204ebbba-cf4c-11e9-b0c5-005056b24375,2
1605,Глинськ (Кіровоградська обл.),4,06418829-8856-11e9-898c-005056b24375,11
1606,Глинськ (Львівська обл.),4,7e128e0f-c771-11ea-a970-b8830365ade4,13
1607,Глинськ (Рівненська обл.),4,07b9c81b-cf2e-11e9-b0c5-005056b24375,17
1608,Глинськ (Сумська обл.),4,e0db919a-29bd-11eb-80fb-b8830365bd04,18
1609,Глиняни,1,99a93285-e5e8-11e9-b48a-005056b24375,13
1610,Глиняний,4,b91f1c4b-4d36-11ec-80fb-b8830365bd04,7
1614,Глобине,1,7833e61c-3b51-11de-913b-001d92f78698,16
1615,Глодове,4,02511008-afdd-11ea-a970-b8830365ade4,8
1616,Глодоси,4,51eefb7d-cf1c-11e9-b0c5-005056b24375,11
1617,Глухів (Сумська обл.),1,db5c88e6-391c-11dd-90d9-001a92567626,18
1618,Глухівці,2,4024132d-aa89-11e3-9fa0-0050568002cf,2
1619,Глушки,4,fe2da054-64c8-11ec-80fb-b8830365bd04,10
1620,Глушків,4,57d2e2ee-884e-11e9-898c-005056b24375,9
1621,Глушківка,4,a4ad36cd-b784-11e9-8c22-005056b24375,20
1622,Глушківці,4,c52636a0-7dd2-11eb-80fb-b8830365bd04,22
1613,Глібки,4,9df855fe-4d3c-11ec-80fb-b8830365bd04,22
1611,Глібів,4,1d24b9d7-20b5-11ea-b89e-0025b501a04b,19
1612,Глібівка,4,300ec5fe-fed3-11e9-91ff-0025b501a04b,10
1623,Гмирянка,4,8bd6844b-9e62-11e9-898c-005056b24375,25
1626,Гнатків,4,3fed2ab7-b7a0-11e9-8c22-005056b24375,2
1624,Гнатівка,4,4a64fe5f-a804-11eb-80fb-b8830365bd04,10
1625,Гнатівка (Дніпропетровська обл.),4,42bfbe86-cde2-11eb-80fb-b8830365bd04,4
1627,Гнилички,4,0f75fb1f-0cf7-11ea-8c15-0025b502a06e,19
1628,Гнівань,1,40981b29-a02c-11e1-b2df-0026b97ed48a,2
1629,Гнідин,4,9f95c0c7-64d3-11e9-898c-005056b24375,10
1630,Гнідинці,4,735e1004-9296-11e9-898c-005056b24375,25
1632,Гніздичне (Тернопільська обл.),4,623d770b-ec5e-11ea-80fb-b8830365bd04,19
1631,Гніздичів,2,fafb2062-4715-11e5-8d8d-005056887b8d,13
1633,Говтвянчик,4,f25177f4-b7b7-11e9-8c22-005056b24375,16
1634,Гоголеве (Полтавська обл.),2,e69c202a-c5f7-11e3-95eb-0050568046cd,16
1635,Гоголів(Броварський р-н),4,7ecec01b-0dee-11e6-971e-005056887b8d,10
1636,Годи-Добровідка,4,62142bc1-a0f4-11ea-a970-b8830365ade4,9
1637,Годилів,4,142de392-0fe3-11eb-80fb-b8830365bd04,24
1638,Годині,4,34fd1650-cde4-11eb-80fb-b8830365bd04,13
1639,Годинівка,4,f84a2801-76fa-11e9-898c-005056b24375,24
1640,Годовиця,4,ab52c4a6-9e03-11eb-80fb-b8830365bd04,13
1641,Годомичі,4,8c59e4b6-f38d-11eb-80fb-b8830365bd04,3
1642,Годунівка (Київська обл.),4,216fcdf3-d319-11ea-a970-b8830365ade4,10
1643,Гожули,4,dab6f892-76f7-11e9-898c-005056b24375,16
1644,Гола Пристань,1,db5c88e7-391c-11dd-90d9-001a92567626,21
1645,Голгоча,4,a4558ec4-76f9-11e9-898c-005056b24375,19
1646,Голинь,4,989141b5-cf48-11e9-b0c5-005056b24375,9
1647,Голиця,4,2897da1b-3b1c-11ec-80fb-b8830365bd04,15
1648,Голичівка,4,248b1f3c-4d37-11ec-80fb-b8830365bd04,17
1649,Голишів,4,bb70b06b-c342-11e9-b0c5-005056b24375,3
1650,Голишів (Рівненська обл.),4,2edb3906-f414-11e9-91ff-0025b501a04b,17
1651,Голоби,2,e8da2364-826e-11e3-b441-0050568002cf,3
1652,Голобородьківське,4,8b75e5a7-c350-11e9-b0c5-005056b24375,16
1653,Голобутів,4,e7f5f01f-229e-11ec-80fb-b8830365bd04,13
1654,Голов'ятине,4,ed09730e-125a-11ed-a361-48df37b92096,23
1655,Голованівськ (Кіровоградська обл.),2,06f8794e-4079-11de-b509-001d92f78698,11
1656,Голованівськ (Станція),3,34c5e751-d316-11ea-a970-b8830365ade4,11
1657,Головенка,4,a68c89b7-464d-11ec-80fb-b8830365bd04,6
1658,Головецько (Старосамбірський р-н),4,b4badf76-96d0-11ea-a970-b8830365ade4,13
1659,Голови,4,57d2e2c4-884e-11e9-898c-005056b24375,9
1660,Головин (Рівненська обл.),4,0f6909a9-30ab-11ec-80fb-b8830365bd04,17
1661,Головине,4,f8ce8acf-8849-11e9-898c-005056b24375,6
1662,Головківка,4,a9d0ecb6-76f5-11e9-898c-005056b24375,11
1663,Головне,2,738d366f-e4a4-11e3-8c4a-0050568002cf,3
1664,Головниця,4,bb3b3f0c-e679-11e9-b48a-005056b24375,17
1665,Головурів,4,a0de4d30-b2d6-11e9-8c22-005056b24375,10
1666,Головчинці,4,c6ec8713-0c93-11ea-8c15-0025b502a06e,22
1667,Голодьки (Київська обл.),4,a5d0efb8-1a46-11ed-a361-48df37b92096,10
1668,Голозубинці,4,b779094c-b781-11e9-8c22-005056b24375,22
1672,Голосковичі,4,542fe9d1-08e5-11ed-a361-48df37b92096,13
1669,Голосків,4,95f15b92-7d62-11e9-898c-005056b24375,9
1671,Голосків (Хмельницька обл.),4,2a94f364-0c94-11ea-8c15-0025b502a06e,22
1670,"Голосків (Хмельницька обл., Летичівський р-н)",4,77bf4d38-e66e-11e9-b48a-005056b24375,22
1673,Голубине,4,d1d230e5-cf17-11e9-b0c5-005056b24375,7
1674,Голубиця,4,b5edf005-16d8-11ec-80fb-b8830365bd04,13
1675,Голубичі,4,5b5f46a2-4629-11ec-80fb-b8830365bd04,25
1676,Голубівка,4,9a2e3e5f-8cb5-11e3-b441-0050568002cf,4
1677,Голубівка (Чернігівська обл.),4,14fc12fd-58fe-11ec-80fb-b8830365bd04,25
1678,Голубівка(Лебединський р-н),4,23fd52de-cde3-11eb-80fb-b8830365bd04,18
1679,Гольма,4,87e8c0c4-dae1-11e9-b48a-005056b24375,15
1680,Голятин (Закарпатська обл.),4,317972c9-ec54-11ea-80fb-b8830365bd04,7
1681,Гонорівка,4,66004f12-4630-11ec-80fb-b8830365bd04,2
1682,Гонтівка,4,9f3eaa83-8744-11eb-80fb-b8830365bd04,2
1683,Гончарівка,4,2a319437-8857-11e9-898c-005056b24375,12
1684,Гончарівка (Монастириський р-н),4,0b1ded61-e593-11eb-80fb-b8830365bd04,19
1685,Гончарівка (Одеська обл.),4,647126b2-b39a-11ed-a361-48df37b92096,15
1686,Гончарівське,2,732ade64-ee3f-11e4-8a92-005056887b8d,25
1687,Гоптівка,4,c65bccbb-4691-11ea-b89e-0025b501a04b,20
1688,Гопчиця,4,6269add9-fee3-11e9-91ff-0025b501a04b,2
1689,"Гора (Бориспільський р-н., Київська обл.)",4,0adbd449-5fc4-11e9-898c-005056b24375,10
1690,Гора (Полтавська обл.),4,feee04fa-9e65-11e9-898c-005056b24375,16
1692,Гораймівка,4,1043aa89-dab5-11e9-b48a-005056b24375,3
1691,Гораївка,4,d8bc5c1c-5f94-11ec-80fb-b8830365bd04,22
1693,Горбаків,4,0fde1de5-64d2-11e9-898c-005056b24375,17
1694,Горбані,4,ae5fc03c-b6ef-11eb-80fb-b8830365bd04,10
1695,"Горбанівка (Вінницька обл., Вінницький р-н)",4,a516fe24-0fe3-11eb-80fb-b8830365bd04,2
1696,Горбасів,4,533ceb5f-0fe2-11eb-80fb-b8830365bd04,22
1697,Горбачі,4,99a08f87-9e03-11eb-80fb-b8830365bd04,13
1698,Горби,4,1b6d66b9-a666-11eb-80fb-b8830365bd04,16
1700,Горбова,4,3277e8bd-64ca-11e9-898c-005056b24375,24
1701,Горбове,4,288fe492-7d5c-11e9-898c-005056b24375,25
1702,Горбове (Куликівський р-н),4,b7d62393-5a1b-11ea-a970-b8830365ade4,25
1703,Горбок,4,d273c06b-07e1-11eb-80fb-b8830365bd04,7
1699,Горбівці,4,4666029c-29c4-11eb-80fb-b8830365bd04,24
1704,Гордашівка,4,f3a1d827-c33a-11e9-b0c5-005056b24375,23
1705,Гординя,4,bbaa5f6a-9e03-11eb-80fb-b8830365bd04,13
1706,Гордіївка,4,204ebb90-cf4c-11e9-b0c5-005056b24375,2
1707,Гордіївка (Романівський р-н),4,8875f1eb-3d75-11ed-a361-48df37b92096,6
1708,Гореничі,4,d1389571-a9e7-11e8-ad0d-005056b24375,10
1709,Горенка,4,30be0d88-5f46-11e9-898c-005056b24375,10
1710,Горинка,4,d122cd83-76f8-11e9-898c-005056b24375,19
1720,Горностайпіль,4,e831482c-fed3-11e9-91ff-0025b501a04b,10
1718,Горностаївка,2,06f87934-4079-11de-b509-001d92f78698,21
1719,"Горностаївка (Новотроїцький р-н, Херсонська обл.)",4,aa5aeca1-3e49-11eb-80fb-b8830365bd04,21
1721,Горобіївка,4,1e0ee7f8-c345-11e9-b0c5-005056b24375,10
1722,Городенка,1,f70622e4-4078-11de-b509-001d92f78698,9
1723,Городець,4,a175c209-1195-11e4-acce-0050568002cf,17
1724,Городецьке,4,47357de1-c33a-11e9-b0c5-005056b24375,23
1725,Городжів,4,1e7442e3-4d3f-11ec-80fb-b8830365bd04,13
1726,Городище,4,92e6550f-76ea-11e9-898c-005056b24375,2
1728,"Городище (Бахмацький р-н., Чернігівська обл.)",4,82dabc9d-29c1-11eb-80fb-b8830365bd04,25
1727,Городище (Баївська сільська рада),4,7479053d-1fa1-11ec-80fb-b8830365bd04,3
1729,Городище (Березнівський р-н.),4,0879acb4-64d2-11e9-898c-005056b24375,17
1730,Городище (Бориспільський р-н),4,1bc9477e-18c9-11ed-a361-48df37b92096,10
1731,Городище (Волинська обл.),4,ced76f99-de41-11ea-80fb-b8830365bd04,3
1732,"Городище (Ківерцівський р-н., Волинська обл.)",4,caea7b02-c2e2-11eb-80fb-b8830365bd04,3
1733,Городище (Луганська обл.),4,8cf8b0eb-cf15-11e9-b0c5-005056b24375,12
1734,Городище (Менський р-н),4,30895470-fef7-11e9-91ff-0025b501a04b,25
1735,"Городище (Рівненський р-н., Рівненська обл.)",4,56b283dc-64d0-11e9-898c-005056b24375,17
1736,Городище (Тернопільська обл.),4,69d2a96d-3e4d-11eb-80fb-b8830365bd04,19
1737,Городище (Черкаська обл.),1,06f87986-4079-11de-b509-001d92f78698,23
1738,Городище-Косівське,4,39a72fd8-e67d-11e9-b48a-005056b24375,10
1739,Городище-Пустоварівське,4,2e8bdc52-76f4-11e9-898c-005056b24375,10
1740,Городківка,4,f0a46911-9ae8-11e3-b441-0050568002cf,2
1743,Городниця,4,b565e941-9e69-11e9-898c-005056b24375,19
1745,Городниця (Івано-Франківська обл.),4,178ba6a8-f40e-11e9-91ff-0025b501a04b,9
1744,Городниця (Житомирська обл.),4,5d766363-b79d-11e9-8c22-005056b24375,6
1746,Городниця (Підволочиський р-н),4,974c2ce1-e5e4-11e9-b48a-005056b24375,19
1747,Городниця (Черкаська обл.),4,595a2f38-b77a-11e9-8c22-005056b24375,23
1748,Городня,1,06f879a6-4079-11de-b509-001d92f78698,25
1741,Городнє,4,3f8668ce-a0fc-11ea-a970-b8830365ade4,15
1742,Городнє (Луганська обл.),4,bea062d4-29bf-11eb-80fb-b8830365bd04,12
1749,Городовичі,4,bd0454c8-c2e1-11eb-80fb-b8830365bd04,13
1751,Городок (Волинська обл.),4,1043aa9e-dab5-11e9-b48a-005056b24375,3
1750,Городок (Вінницька обл.),4,5208cc25-ec57-11ea-80fb-b8830365bd04,2
1752,Городок (Житомирська обл.),4,8fbdc01b-76ef-11e9-898c-005056b24375,6
1753,Городок (Рівненська обл.),4,a0218ec2-cf2d-11e9-b0c5-005056b24375,17
1754,Городок (Хмельницька обл.),1,a4502bea-577e-11de-b9fc-0021918b679a,22
1755,Городок(Львівська обл.),1,f706237e-4078-11de-b509-001d92f78698,13
1756,Горонглаб,4,97bd00aa-96ce-11ea-a970-b8830365ade4,7
1757,Горонда,4,3e74baab-887b-11e9-898c-005056b24375,7
1760,Гороховатка,4,9b64fc51-07e2-11eb-80fb-b8830365bd04,20
1761,Горохове,4,95a61700-4e4f-11ed-a361-48df37b92096,10
1762,Горохолина (Івано-Франківська обл.),4,b76f1206-c77a-11ea-a970-b8830365ade4,9
1758,Горохів,1,f706235c-4078-11de-b509-001d92f78698,3
1759,Горохівське,4,1ffc738d-cf41-11e9-b0c5-005056b24375,14
1764,Горошова,4,7294763d-64d3-11e9-898c-005056b24375,19
1763,Горошівці,4,bd90fed6-0fe0-11eb-80fb-b8830365bd04,24
1765,Горпин,4,bf5a2183-5f6f-11ec-80fb-b8830365bd04,13
1766,Горщик,4,df038be6-8848-11e9-898c-005056b24375,6
1767,Горького,3,5431439f-0c7d-11e6-971e-005056887b8d,4
1768,Горяни,4,bab8c82b-b10c-11ed-a361-48df37b92096,2
1769,Горянівське,4,55929bf7-b7a8-11e9-8c22-005056b24375,4
1711,Горінчово,4,d653ba34-1988-11e5-add9-005056887b8d,7
1716,Горішня Вигнанка,4,5426f6f9-e5e4-11e9-b48a-005056b24375,19
1717,Горішня Слобідка,4,2bd9dacd-e593-11eb-80fb-b8830365bd04,19
1712,Горішнє Залуччя,4,527f00e8-cf24-11e9-b0c5-005056b24375,9
1713,Горішні Плавні,1,db5c8920-391c-11dd-90d9-001a92567626,16
1714,Горішні Шерівці,4,58355d5d-9e63-11e9-898c-005056b24375,24
1715,Горішній,4,0cb886c0-51e0-11ec-80fb-b8830365bd04,13
1770,Гостинцеве,4,83829d5b-f91d-11ea-80fb-b8830365bd04,13
1772,Гостомель,2,db5c88ea-391c-11dd-90d9-001a92567626,10
1773,Гостролуччя,4,ef027a14-b7bd-11e9-8c22-005056b24375,10
1774,Гостроподолянське,4,b4b018e3-4d3b-11ec-80fb-b8830365bd04,21
1771,Гостів,4,006c213e-afda-11ea-a970-b8830365ade4,9
1775,Гошів,4,cf33fb32-82ce-11e9-898c-005056b24375,9
1776,Гоща,2,00065624-4079-11de-b509-001d92f78698,17
1777,Грабарівка,4,d187b266-1c5a-11ed-a361-48df37b92096,2
1778,Грабарівка (Піщанський р-н),4,f322f0db-53ca-11ed-a361-48df37b92096,2
1783,Грабова,4,b8656c4a-64c8-11ec-80fb-b8830365bd04,13
1784,Грабове,4,300c7a2a-b7a4-11e9-8c22-005056b24375,15
1785,Грабове (Шацький р-н),4,6d5936f2-4624-11ec-80fb-b8830365bd04,3
1786,Грабовець,4,5dbbc997-5446-11ed-a361-48df37b92096,2
1787,Грабовець (Івано-Франківська обл.),4,c765b82c-c77a-11ea-a970-b8830365ade4,9
1788,Грабовець (Тернопільська обл.),4,11e7f8a3-3e4e-11eb-80fb-b8830365bd04,19
1789,Грабовське,4,0d017304-5f70-11ec-80fb-b8830365bd04,18
1779,Грабів,4,8c469ce8-9e6a-11e9-898c-005056b24375,9
1780,Грабів (Рівненська обл.),4,4c97e47b-cf2d-11e9-b0c5-005056b24375,17
1781,Грабівка,4,9a91fe48-5a1b-11ea-a970-b8830365ade4,9
1782,Грабівці,4,2b07a71e-4d39-11ec-80fb-b8830365bd04,2
1790,Града,4,b4daf8dc-359d-11ec-80fb-b8830365bd04,19
1791,Градениці,4,5e07c1b0-76f7-11e9-898c-005056b24375,15
1792,Градизьк,2,11d1799f-dbc5-11e1-aa18-d4ae527baec9,16
1793,Градівка,4,bf2ffc02-1b1b-11ea-8c15-0025b502a06e,13
1794,Гранів,4,6f61dc15-2165-11e5-add9-005056887b8d,2
1795,Гранівка (Рівненська обл.),4,405400c6-0c98-11ea-8c15-0025b502a06e,17
1796,Гранітне,4,1dfda720-a7a4-11e9-b73a-005056b24375,5
1797,Гранітне (Житомирська обл.),4,f88729ee-76ee-11e9-898c-005056b24375,6
1798,Гребеники,4,c8383fbd-b7a4-11e9-8c22-005056b24375,15
1799,Гребениківка,4,c5e2520a-9e67-11e9-898c-005056b24375,18
1800,Гребені,4,9e4e0d0e-5099-11ed-a361-48df37b92096,10
1801,Гребенів,4,9f69d213-e595-11eb-80fb-b8830365bd04,13
1804,Гребля,4,49faf0ea-b797-11e9-8c22-005056b24375,10
1805,Гребля (Закарпатська обл.),4,b1b30460-8966-11ea-a970-b8830365ade4,7
1802,Гребінка (Полтавська обл.),1,e5dd3d23-3b29-11de-913b-001d92f78698,16
1803,Гребінки (Київська обл.),2,c335d9ee-bf5e-11e1-bdef-0026b97ed48a,10
1806,Грейгове,4,54fa5274-34b8-11eb-80fb-b8830365bd04,14
1807,Грем'яче,4,83666e73-e678-11e9-b48a-005056b24375,17
1808,Гречана,4,bdfdf056-8968-11ea-a970-b8830365ade4,22
1809,Гречане,4,c1acda87-29c0-11eb-80fb-b8830365bd04,4
1810,Гречинці,4,ee68617d-bafa-11ea-a970-b8830365ade4,22
1811,Гречишкине,4,876cf4ba-b79e-11e9-8c22-005056b24375,12
1813,Грибовиця,4,792b7540-9e53-11e9-898c-005056b24375,3
1812,Грибівка,4,a536d754-3e3d-11eb-80fb-b8830365bd04,15
1814,Григорів (Монастириський р-н),4,ced88fcd-e592-11eb-80fb-b8830365bd04,19
1815,"Григорівка (Баришівський р-н,Київська обл.)",4,39f996a3-bafc-11ea-a970-b8830365ade4,10
1816,Григорівка (Васильківський р-н),4,f7d76045-0fe4-11eb-80fb-b8830365bd04,4
1817,"Григорівка (Великобурлуцький р-н., Харків обл.)",4,16e2e6cb-f667-11e9-91ff-0025b501a04b,20
1818,Григорівка (Гребінківський р-н),4,66704c42-3d79-11ed-a361-48df37b92096,16
1819,"Григорівка (Запорізький р-н., Запорізька обл.)",4,ab010956-cde4-11eb-80fb-b8830365bd04,8
1820,"Григорівка (Обухівський р-н., Київська обл.)",4,7e4cae5d-845f-11e5-b6f7-005056887b8d,10
1821,"Григорівка (Олександрійський р-н., Кір. обл.)",4,43b69607-34b1-11eb-80fb-b8830365bd04,11
1822,"Григорівка (Світловодський р-н.,Кіровог. обл.)",4,704737e6-8856-11e9-898c-005056b24375,11
1823,Григорівка (Харківська обл.),4,4a384b09-9e6c-11e9-898c-005056b24375,20
1824,Григорівка (Херсонська обл.),4,ccd23e7a-c339-11e9-b0c5-005056b24375,21
1825,Григорівка (Чернігівська обл.),4,22d787c4-daa7-11e9-b48a-005056b24375,25
1826,Гримайлів,2,8e28a10a-584d-11e5-8d8d-005056887b8d,19
1827,Гринева (Хмельницька обл.),4,158261d8-de3a-11ea-80fb-b8830365bd04,22
1828,Гриненки,4,ac455442-7d68-11e9-898c-005056b24375,2
1829,Гринівка,4,ef8d9a41-4626-11ec-80fb-b8830365bd04,9
1830,Гринівці,4,0ebc43f5-afda-11ea-a970-b8830365ade4,9
1831,Гринівці (Любарський р-н),4,5d993aba-3d75-11ed-a361-48df37b92096,6
1832,Гриценки,4,9afe587e-b118-11ed-a361-48df37b92096,22
1833,Гриців,2,ed5af256-0cbb-11e4-acce-0050568002cf,22
1834,Гриціївка,4,538181bf-b7aa-11e9-8c22-005056b24375,25
1835,Гришине (Донецька обл.),4,0f246c58-c76f-11ea-a970-b8830365ade4,5
1836,Гришківці,2,e592a575-6c25-11e5-8d8d-005056887b8d,6
1837,Грищинці (Черкаська обл.),4,7b841ab2-ec59-11ea-80fb-b8830365bd04,23
1840,Гродівка,2,6edd6dfa-175d-11e6-971e-005056887b8d,5
1841,Грозине,4,54c5c3b2-cf2b-11e9-b0c5-005056b24375,6
1842,Грозинці,4,56eb198f-390d-11e9-acea-005056b24375,24
